CHAR_1,CHAR_2,CHAR_3,CHAR_5,CHAR_6,CHAR_7,FIRST_2,FIRST_3,FIRST_5,FIRST_6,FIRST_7,LEFTHAND_TEXT,CHAR_5_TEXT,CHAR_6_TEXT,CHAR_7_TEXT,Combined Text,PartSpecific,Part,Area,Type,Extra,Complete,Notes
Q,6,6,8,0,.,Q6,Q66,Q66.8,Q66.80,Q66.80,Congenital deformities of feet,congenital,deformity foot talus vertical,.,congenital deformity foot talus vertical .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,8,1,.,Q6,Q66,Q66.8,Q66.81,Q66.81,Congenital deformities of feet,congenital,deformity foot right talus vertical,.,congenital deformity foot right talus vertical .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,8,2,.,Q6,Q66,Q66.8,Q66.82,Q66.82,Congenital deformities of feet,congenital,deformity foot left talus vertical,.,congenital deformity foot left talus vertical .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,8,9,.,Q6,Q66,Q66.8,Q66.89,Q66.89,Congenital deformities of feet,congenital,deformities feet,.,congenital deformities feet .,foot,foot,leg,congenital,deformity,y,.
Q,6,6,9,.,.,Q6,Q66,Q66.9,Q66.9,Q66.9,Congenital deformities of feet,congenital deformity feet,.,.,congenital deformity feet . .,foot,foot,leg,congenital,deformity,y,.
Q,7,2,7,0,.,Q7,Q72,Q72.7,Q72.70,Q72.70,Reduction defects of lower limb,foot split,limb lower,.,foot split limb lower .,foot,foot,leg,congenital,reduction,y,.
Q,7,2,7,1,.,Q7,Q72,Q72.7,Q72.71,Q72.71,Reduction defects of lower limb,foot split,limb lower right,.,foot split limb lower right .,foot,foot,leg,congenital,reduction,y,.
Q,7,2,7,3,.,Q7,Q72,Q72.7,Q72.73,Q72.73,Reduction defects of lower limb,foot split,bilateral,.,foot split bilateral .,foot,foot,leg,congenital,reduction,y,.
S,9,0,3,0,X,S9,S90,S90.3,S90.30,S90.30X,Superficial injury of ankle & foot,contusion foot,initial sequela subsequent,.,contusion foot initial sequela subsequent .,foot,foot,leg,trauma,contusion,y,.
S,9,0,3,1,X,S9,S90,S90.3,S90.31,S90.31X,Superficial injury of ankle & foot,contusion foot,right,.,contusion foot right .,foot,foot,leg,trauma,contusion,y,.
S,9,0,3,2,X,S9,S90,S90.3,S90.32,S90.32X,Superficial injury of ankle & foot,contusion foot,left,.,contusion foot left .,foot,foot,leg,trauma,contusion,y,.
S,9,0,8,2,1,S9,S90,S90.8,S90.82,S90.821,Superficial injury of ankle & foot,foot,blister nonthermal,right,foot blister nonthermal right,foot,foot,leg,trauma,friction,y,.
S,9,0,8,5,1,S9,S90,S90.8,S90.85,S90.851,Superficial injury of ankle & foot,foot,body foreign superficial,right,foot body foreign superficial right,foot,foot,leg,trauma,foreign,y,.
S,9,0,8,5,2,S9,S90,S90.8,S90.85,S90.852,Superficial injury of ankle & foot,foot,body foreign superficial,left,foot body foreign superficial left,foot,foot,leg,trauma,foreign,y,.
S,9,1,0,1,2,S9,S91,S91.0,S91.01,S91.012,Open wound of ankle & foot,ankle,body foreign laceration,left,ankle body foreign laceration left,foot,foot,leg,trauma,laceration,y,.
S,9,1,3,0,1,S9,S91,S91.3,S91.30,S91.301,Open wound of ankle & foot,foot,open wound,right,foot open wound right,foot,foot,leg,trauma,wound,y,.
S,9,1,3,0,2,S9,S91,S91.3,S91.30,S91.302,Open wound of ankle & foot,foot,open wound,left,foot open wound left,foot,foot,leg,trauma,wound,y,.
S,9,1,3,1,1,S9,S91,S91.3,S91.31,S91.311,Open wound of ankle & foot,foot,body foreign laceration,right,foot body foreign laceration right,foot,foot,leg,trauma,laceration,y,.
S,9,1,3,1,2,S9,S91,S91.3,S91.31,S91.312,Open wound of ankle & foot,foot,body foreign laceration,left,foot body foreign laceration left,foot,foot,leg,trauma,laceration,y,.
S,9,1,3,2,2,S9,S91,S91.3,S91.32,S91.322,Open wound of ankle & foot,foot,body foreign laceration,left,foot body foreign laceration left,foot,foot,leg,trauma,laceration,y,.
S,9,1,3,3,2,S9,S91,S91.3,S91.33,S91.332,Open wound of ankle & foot,foot,body foreign puncture wound,left,foot body foreign puncture wound left,foot,foot,leg,trauma,wound,y,.
S,9,2,8,1,1,S9,S92,S92.8,S92.81,S92.811,Fracture of foot except ankle,fracture,foot,right,fracture foot right,foot,foot,leg,trauma,fracture,y,.
S,9,2,8,1,2,S9,S92,S92.8,S92.81,S92.812,Fracture of foot except ankle,fracture,foot,left,fracture foot left,foot,foot,leg,trauma,fracture,y,.
S,9,2,9,0,1,S9,S92,S92.9,S92.90,S92.901,Fracture of foot except ankle,fracture,foot,right,fracture foot right,foot,foot,leg,trauma,fracture,y,.
S,9,2,9,0,2,S9,S92,S92.9,S92.90,S92.902,Fracture of foot except ankle,fracture,foot,left,fracture foot left,foot,foot,leg,trauma,fracture,y,.
S,9,3,6,0,1,S9,S93,S93.6,S93.60,S93.601,"Dislocation, sprain, & strain of joints & ligaments at ankle & foot level",foot sprain,initial left right sequela subsequent,.,foot sprain initial left right sequela subsequent .,foot,foot,leg,trauma,sprain,y,.
S,9,3,6,0,2,S9,S93,S93.6,S93.60,S93.602,"Dislocation, sprain, & strain of joints & ligaments at ankle & foot level",foot sprain,initial left right sequela subsequent,.,foot sprain initial left right sequela subsequent .,foot,foot,leg,trauma,sprain,y,.
S,9,7,8,1,X,S9,S97,S97.8,S97.81,S97.81X,Crushing injury of ankle & foot,crushing foot injury,right,.,crushing foot injury right .,foot,foot,leg,trauma,crushing,y,.
S,9,7,8,2,X,S9,S97,S97.8,S97.82,S97.82X,Crushing injury of ankle & foot,crushing foot injury,left,.,crushing foot injury left .,foot,foot,leg,trauma,crushing,y,.
S,9,8,9,1,1,S9,S98,S98.9,S98.91,S98.911,Traumatic amputation of ankle & foot,amputation foot level traumatic,complete,right,amputation foot level traumatic complete right,foot,foot,leg,trauma,amputation,y,.
S,9,8,9,1,2,S9,S98,S98.9,S98.91,S98.912,Traumatic amputation of ankle & foot,amputation foot level traumatic,complete,left,amputation foot level traumatic complete left,foot,foot,leg,trauma,amputation,y,.
S,9,8,9,1,9,S9,S98,S98.9,S98.91,S98.919,Traumatic amputation of ankle & foot,amputation foot level traumatic,complete,.,amputation foot level traumatic complete .,foot,foot,leg,trauma,amputation,y,.
S,9,9,9,2,1,S9,S99,S99.9,S99.92,S99.921,Other & unspecified injuries of ankle & foot,injury,foot,right,injury foot right,foot,foot,leg,trauma,injury,y,.
S,9,9,9,2,2,S9,S99,S99.9,S99.92,S99.922,Other & unspecified injuries of ankle & foot,injury,foot,left,injury foot left,foot,foot,leg,trauma,injury,y,.
S,9,9,9,2,9,S9,S99,S99.9,S99.92,S99.929,Other & unspecified injuries of ankle & foot,injury,foot,.,injury foot .,foot,foot,leg,trauma,injury,y,.
M,2,0,1,0,.,M2,M20,M20.1,M20.10,M20.10,Acquired deformities of fingers & toes,acquired foot hallux valgus,.,.,acquired foot hallux valgus . .,hallux,foot,leg,musculoskeletal,.,y,.
M,2,0,1,1,.,M2,M20,M20.1,M20.11,M20.11,Acquired deformities of fingers & toes,acquired foot hallux valgus,right,.,acquired foot hallux valgus right .,hallux,foot,leg,musculoskeletal,.,y,.
M,2,0,1,2,.,M2,M20,M20.1,M20.12,M20.12,Acquired deformities of fingers & toes,acquired foot hallux valgus,left,.,acquired foot hallux valgus left .,hallux,foot,leg,musculoskeletal,.,y,.
M,2,0,2,2,.,M2,M20,M20.2,M20.22,M20.22,Acquired deformities of fingers & toes,foot hallux rigidus,left,.,foot hallux rigidus left .,hallux,foot,leg,musculoskeletal,.,y,.
M,2,0,3,1,.,M2,M20,M20.3,M20.31,M20.31,Acquired deformities of fingers & toes,acquired foot hallux varus,right,.,acquired foot hallux varus right .,hallux,foot,leg,musculoskeletal,.,y,.
M,2,0,3,2,.,M2,M20,M20.3,M20.32,M20.32,Acquired deformities of fingers & toes,acquired foot hallux varus,left,.,acquired foot hallux varus left .,hallux,foot,leg,musculoskeletal,.,y,.
M,0,0,0,6,1,M0,M00,M00.0,M00.06,M00.061,Pyogenic arthritis,staphylococcal,arthritis knee,.,staphylococcal arthritis knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,0,0,0,6,2,M0,M00,M00.0,M00.06,M00.062,Pyogenic arthritis,staphylococcal,arthritis knee,.,staphylococcal arthritis knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,0,0,2,6,2,M0,M00,M00.2,M00.26,M00.262,Pyogenic arthritis,streptococcal,arthritis knee,.,streptococcal arthritis knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,0,0,8,6,1,M0,M00,M00.8,M00.86,M00.861,Pyogenic arthritis,bacteria due,arthritis knee,.,bacteria due arthritis knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,0,0,8,6,2,M0,M00,M00.8,M00.86,M00.862,Pyogenic arthritis,bacteria due,arthritis knee,.,bacteria due arthritis knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,1,0,6,1,M2,M21,M21.0,M21.06,M21.061,Other acquired deformities of limbs,classified deformity valgus,knee,.,classified deformity valgus knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,1,0,6,2,M2,M21,M21.0,M21.06,M21.062,Other acquired deformities of limbs,classified deformity valgus,knee,.,classified deformity valgus knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,1,0,6,9,M2,M21,M21.0,M21.06,M21.069,Other acquired deformities of limbs,classified deformity valgus,knee,.,classified deformity valgus knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,1,1,6,1,M2,M21,M21.1,M21.16,M21.161,Other acquired deformities of limbs,classified deformity varus,knee,.,classified deformity varus knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,1,1,6,2,M2,M21,M21.1,M21.16,M21.162,Other acquired deformities of limbs,classified deformity varus,knee,.,classified deformity varus knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,1,1,6,9,M2,M21,M21.1,M21.16,M21.169,Other acquired deformities of limbs,classified deformity varus,knee,.,classified deformity varus knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,1,2,6,2,M2,M21,M21.2,M21.26,M21.262,Other acquired deformities of limbs,deformity flexion,knee,.,deformity flexion knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,0,1,.,M2,M22,M22.0,M22.01,M22.01,Disorders of patella,dislocation knee patella recurrent,right,.,dislocation knee patella recurrent right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,0,2,.,M2,M22,M22.0,M22.02,M22.02,Disorders of patella,dislocation knee patella recurrent,left,.,dislocation knee patella recurrent left .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,1,1,.,M2,M22,M22.1,M22.11,M22.11,Disorders of patella,knee patella recurrent subluxation,right,.,knee patella recurrent subluxation right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,1,2,.,M2,M22,M22.1,M22.12,M22.12,Disorders of patella,knee patella recurrent subluxation,left,.,knee patella recurrent subluxation left .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,2,X,1,M2,M22,M22.2,M22.2X,M22.2X1,Disorders of patella,disorders knee patellofemoral,left right,.,disorders knee patellofemoral left right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,2,X,2,M2,M22,M22.2,M22.2X,M22.2X2,Disorders of patella,disorders knee patellofemoral,left right,.,disorders knee patellofemoral left right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,4,1,.,M2,M22,M22.4,M22.41,M22.41,Disorders of patella,chondromalacia knee patellae,right,.,chondromalacia knee patellae right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,4,2,.,M2,M22,M22.4,M22.42,M22.42,Disorders of patella,chondromalacia knee patellae,left,.,chondromalacia knee patellae left .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,8,X,1,M2,M22,M22.8,M22.8X,M22.8X1,Disorders of patella,disorders knee patella,left right,.,disorders knee patella left right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,2,8,X,2,M2,M22,M22.8,M22.8X,M22.8X2,Disorders of patella,disorders knee patella,left right,.,disorders knee patella left right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,0,0,6,M2,M23,M23.0,M23.00,M23.006,Internal derangement of knee,meniscus,cystic knee,.,meniscus cystic knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,2,0,0,M2,M23,M23.2,M23.20,M23.200,Internal derangement of knee,derangement due injury knee meniscus tear,lateral left medial right,.,derangement due injury knee meniscus tear lateral left medial right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,2,0,1,M2,M23,M23.2,M23.20,M23.201,Internal derangement of knee,derangement due injury knee meniscus tear,lateral left medial right,.,derangement due injury knee meniscus tear lateral left medial right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,2,0,3,M2,M23,M23.2,M23.20,M23.203,Internal derangement of knee,derangement due injury knee meniscus tear,lateral left medial right,.,derangement due injury knee meniscus tear lateral left medial right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,3,0,0,M2,M23,M23.3,M23.30,M23.300,Internal derangement of knee,meniscus,derangements knee,lateral,meniscus derangements knee lateral,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,3,0,1,M2,M23,M23.3,M23.30,M23.301,Internal derangement of knee,meniscus,derangements knee,lateral,meniscus derangements knee lateral,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,3,0,4,M2,M23,M23.3,M23.30,M23.304,Internal derangement of knee,meniscus,derangements knee,medial,meniscus derangements knee medial,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,3,0,6,M2,M23,M23.3,M23.30,M23.306,Internal derangement of knee,meniscus,derangements knee,.,meniscus derangements knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,3,0,7,M2,M23,M23.3,M23.30,M23.307,Internal derangement of knee,meniscus,derangements knee,.,meniscus derangements knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,3,2,1,M2,M23,M23.3,M23.32,M23.321,Internal derangement of knee,meniscus,derangements horn knee medial posterior,.,meniscus derangements horn knee medial posterior .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,4,1,.,M2,M23,M23.4,M23.41,M23.41,Internal derangement of knee,knee,body loose right,.,knee body loose right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,4,2,.,M2,M23,M23.4,M23.42,M23.42,Internal derangement of knee,knee,body left loose,.,knee body left loose .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,8,X,1,M2,M23,M23.8,M23.8X,M23.8X1,Internal derangement of knee,derangements internal knee,left right,.,derangements internal knee left right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,8,X,2,M2,M23,M23.8,M23.8X,M23.8X2,Internal derangement of knee,derangements internal knee,left right,.,derangements internal knee left right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,9,1,.,M2,M23,M23.9,M23.91,M23.91,Internal derangement of knee,derangement internal knee,right,.,derangement internal knee right .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,3,9,2,.,M2,M23,M23.9,M23.92,M23.92,Internal derangement of knee,derangement internal knee,left,.,derangement internal knee left .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,4,4,6,2,M2,M24,M24.4,M24.46,M24.462,Other specific joint derangements,dislocation recurrent,knee,.,dislocation recurrent knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,4,5,6,1,M2,M24,M24.5,M24.56,M24.561,Other specific joint derangements,contracture,knee,.,contracture knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,4,5,6,2,M2,M24,M24.5,M24.56,M24.562,Other specific joint derangements,contracture,knee,.,contracture knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,4,5,6,9,M2,M24,M24.5,M24.56,M24.569,Other specific joint derangements,contracture,knee,.,contracture knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,4,6,6,1,M2,M24,M24.6,M24.66,M24.661,Other specific joint derangements,ankylosis,knee,.,ankylosis knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,4,6,6,2,M2,M24,M24.6,M24.66,M24.662,Other specific joint derangements,ankylosis,knee,.,ankylosis knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,0,6,1,M2,M25,M25.0,M25.06,M25.061,Other joint disorders,hemarthrosis,knee,.,hemarthrosis knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,3,6,1,M2,M25,M25.3,M25.36,M25.361,Other joint disorders,instability,knee,.,instability knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,3,6,2,M2,M25,M25.3,M25.36,M25.362,Other joint disorders,instability,knee,.,instability knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,4,6,1,M2,M25,M25.4,M25.46,M25.461,Other joint disorders,effusion,knee,.,effusion knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,4,6,2,M2,M25,M25.4,M25.46,M25.462,Other joint disorders,effusion,knee,.,effusion knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,4,6,9,M2,M25,M25.4,M25.46,M25.469,Other joint disorders,effusion,knee,.,effusion knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,5,6,1,M2,M25,M25.5,M25.56,M25.561,Other joint disorders,pain,knee,.,pain knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,5,6,2,M2,M25,M25.5,M25.56,M25.562,Other joint disorders,pain,knee,.,pain knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,6,6,1,M2,M25,M25.6,M25.66,M25.661,Other joint disorders,classified stiffness,knee,.,classified stiffness knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,6,6,9,M2,M25,M25.6,M25.66,M25.669,Other joint disorders,classified stiffness,knee,.,classified stiffness knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,8,6,1,M2,M25,M25.8,M25.86,M25.861,Other joint disorders,joint,disorders knee,.,joint disorders knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,8,6,2,M2,M25,M25.8,M25.86,M25.862,Other joint disorders,joint,disorders knee,.,joint disorders knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,2,5,8,6,9,M2,M25,M25.8,M25.86,M25.869,Other joint disorders,joint,disorders knee,.,joint disorders knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,6,7,3,6,2,M6,M67,M67.3,M67.36,M67.362,Other disorders of synovium & tendon,synovitis transient,knee,.,synovitis transient knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,6,7,4,6,2,M6,M67,M67.4,M67.46,M67.462,Other disorders of synovium & tendon,ganglion,knee,.,ganglion knee .,knee,leg,leg,musculoskeletal,joint,y,.
M,6,7,5,1,.,M6,M67,M67.5,M67.51,M67.51,Other disorders of synovium & tendon,knee plica syndrome,right,.,knee plica syndrome right .,knee,leg,leg,musculoskeletal,joint,y,.
M,6,7,5,2,.,M6,M67,M67.5,M67.52,M67.52,Other disorders of synovium & tendon,knee plica syndrome,left,.,knee plica syndrome left .,knee,leg,leg,musculoskeletal,joint,y,.
M,7,0,4,1,.,M7,M70,M70.4,M70.41,M70.41,"Soft tissue disorders related to use, overuse, & pressure",bursitis knee prepatellar,right,.,bursitis knee prepatellar right .,knee,leg,leg,musculoskeletal,joint,y,.
M,7,0,4,2,.,M7,M70,M70.4,M70.42,M70.42,"Soft tissue disorders related to use, overuse, & pressure",bursitis knee prepatellar,left,.,bursitis knee prepatellar left .,knee,leg,leg,musculoskeletal,joint,y,.
M,7,0,5,0,.,M7,M70,M70.5,M70.50,M70.50,"Soft tissue disorders related to use, overuse, & pressure",knee,bursitis,.,knee bursitis .,knee,leg,leg,musculoskeletal,joint,y,.
M,7,0,5,1,.,M7,M70,M70.5,M70.51,M70.51,"Soft tissue disorders related to use, overuse, & pressure",knee,bursitis right,.,knee bursitis right .,knee,leg,leg,musculoskeletal,joint,y,.
M,7,0,5,2,.,M7,M70,M70.5,M70.52,M70.52,"Soft tissue disorders related to use, overuse, & pressure",knee,bursitis left,.,knee bursitis left .,knee,leg,leg,musculoskeletal,joint,y,.
M,7,1,2,1,.,M7,M71,M71.2,M71.21,M71.21,Other bursopathies,baker cyst knee popliteal space synovial,right,.,baker cyst knee popliteal space synovial right .,knee,leg,leg,musculoskeletal,joint,y,.
M,7,1,2,2,.,M7,M71,M71.2,M71.22,M71.22,Other bursopathies,baker cyst knee popliteal space synovial,left,.,baker cyst knee popliteal space synovial left .,knee,leg,leg,musculoskeletal,joint,y,.
M,7,6,3,1,.,M7,M76,M76.3,M76.31,M76.31,"Enthesopathies of lower limb, excluding foot",band iliotibial leg syndrome,right,.,band iliotibial leg syndrome right .,knee,leg,leg,musculoskeletal,joint,y,.
